Comment ID,Likes,Text
115,2,Javal javal sanglit ch ahe te….kurundwad jayshingpur sanglikarancha…hatkalangle rukdi atigre kolhapurkarancha…
116,2,"Afghanistan might not play against Qatar on 16th. Would this be a factor for India vs Qatar? Qatar would play only one game against India in this break, they would have a longer training camp compared to India and less injury /fatigue if they don&#39;t play against Afghan team. What do you think Hiren?"
117,2,"@audreychen5363  Peter also has his biases (way too anti China) ...and so does AIM. But great analysts, both of them"
118,2,Simple answer to this is…there wouldn’t be an iPhone 10 if iPhone 1 was never released.
119,1,No jaguars in Trinidad boy
120,1,@guptaji4593what platform can I watch it on in India? CRUNCHYROLL does nt have all seasons
121,1,"Caste system existed everywhere in the world. Only difference is that it was exploited by foreign powers in India. Where do you think last name/surnames like Smith or Potter came from?? They are castes. <br>In India we call them Jati, and it’s a community that practices same or similar occupations. It only gets a racist overtone when the society loses dignity of labor, (which did happen in India over the past millennia) and starts considering one occupation better than the other."
122,1,"I don’t know why this song is not talked about much but I would be jamming when this song came on…didn’t understand a word tho…<br>“Neenath amma, auraut aur de, neevumi bombay dum di de…Ram ram raja ram”"
123,1,"i would disagree. <a href=""https://www.youtube.com/watch?v=iDaFbqAdYQE&amp;t=46"">0:46</a>"
124,1,Lol 😂
125,1,@vl hc can&#39;t wait for humanity to achieve type 7 on that scale...i would be lucky to see us achieve type 1...i can only dream about that
126,1,Mavale amhich ladhnara! Chakara Shivba cha honara!! Shiv Jayanti chya hardik Subhecha
127,1,@comicmakeradvit1234 that &#39;used&#39; to be Hinduism
128,1,"@gloomyend1232 Yes, but we wanted it in phase 1...and had also asked the centre to carry out feasibility studies from 2016 itself.   Centre was reluctant to add Mumbai-Pune, which would have definitely been the most profitable and frequently travelled stretch along this line (people already pay ₹500-800 for Shivneri or Cool cabs to travel between these cities). Since this project is not connecting any two major cities within Maharashtra, we Maharashtriyans don&#39;t see any direct benefits from this project."
129,1,"Oil discoveries are fine and all. We need to lower extraction costs for these oil fields to be a reality and actually help the Indian economy. <br>Guyanese, Saudi oil is extracted below $10/barrel, whereas Russia Canada @15~30 America averages at 40$ barrel…oil companies in US extract oil only when international barrel rates are above $80, that’s when they get a 100% margin which is required for refining costs and booking profits etc. <br><br>India currently extracts oil @$55~65, leaving our companies with very little margin."
130,1,"As someone who had an H1b Visa, it is actually stressful to get one. Unlike other countries where work permits/visas are allotted if there is a sponsor, USCIS thinks a raffle is better to hand out H1B visas. I know many friends who pursued their masters education and started working on their student visas but could not continue to do so since their student visas expired and they didn&#39;t get an H1b lottery pick. Even if their employers were ready to throw X amount of money they had to leave the country within 60 days. Many Americans are not aware of this."
131,1,"Hey…could you make a video on possible SAFF and CAFA merger? I am utterly disappointed with quality of football in the subcontinent…we can improve if we accept external challenges…like Iran, Uzbek..etc. Play more u17 and u19 games with them.<br><br>1.7 billion+ people (22% of world population)in the subcontinent and not one decent football icon…"
132,1,"Guys…follow Ankit Shah…he is damn accurate with his prediction…he is saying dollar/euro/pound would come down to 3-5 rs by 2029… which sounds unbelievable, but his other predictions are eerily bang on…"
133,1,“Faaatherrr!!!”<br><br><br>First thing that comes to my mind whenever I see his face
134,1,None of these conversations would exist if that weasel wasn’t popped.
135,1,Please don’t ask for a league like ISL!!! Either go for a 16-20 team franchise structure league like MLS and stick with it..or try a European structure with promotion and relegation. Your boys should play at least 35 competitive games every season. ISL is a half baked league and we Indians are frustrated with it.
136,1,"Ai, performance based screening etc…it’s all just industry jargon. Truth be told, US dollar is losing its purchasing power, and with it all these non profitable businesses (especially BIG TECH) have been told to cut their expenses or start paying 10+% interests on all the business loans they have exploited. Tech was booming when finance was cheap, but now that Fed cannot do rate cuts, massive layoffs and recession fears sets in."
137,1,"A message to fellow Indians...<br>Let&#39;s not forget to be humble in victory.<br>Our message to the world is &#39;Vasudeva Kutumbakum&#39;<br>People may have made mistakes in the past, but let us be the bigger and better person.<br>That being said, forgive but never forget."
138,1,for now i have subscribed..but eventually i would become a patron..very good initiative
139,1,@Rajneesh.rana007where did you get this number? Cause 6 crore is englands population…and look where they are and where we stand when it comes to football. AIFF &amp; Sports ministry would not ignore football if the market was this big…but if the source is legit then I would be pleasantly surprised. 6 crore log agar interest le rahe hai than we can demand for better football.
140,1,"We need a stronger right wing party than BJP in India. ShivSena ek time pe rehti thi BalaSaheb ke time pe..vaisi ek party aur chaiye. Kyu ki BJP me Congress bharo yojna chalu hai, 5-10 years ke bad, woh log bhi dogle honge...phir option nahi bachega hindu ke liye."
141,1,Try Mahasudarshan Kadha.
142,1,"​@abhisheksathe123 i know, i was laid off last year, have two and a half years of exp and im back in india..probably i have my personal biases towards the &#39;American Dream&#39;...but im also seeing reports of illegal immigration and now i feel like a sucker for trying to actually go through with legal means."
143,1,"Infra work will be even slower in Modi 3.0, especially in Maharashtra. Pune Kolhapur highway will take another 3-4 years to be completed. Soon these projects will face budget cuts due political vendetta. I think Pune-Sangli-Bengaluru expressway would start operations in some phases before NH-48 is completed. This is what the people of Maharashtra voted for in Lok Sabha elections and would repeat this decision in Vidhan Sabha Elections soon."
144,1,"@magz_y1462 Halaands peak potential is way higher than Mandzukic…in EA sports  terms, Sunil probably peaked at 75, Mandzukic 85 and Halaand would peak above 90. U missed the point, for India to get a 90+ crop, we have to use 70s and 80s as fodder. We can’t let guys like Chhangte max out at 70 and not contribute to next person to become a 80+ rated player."
145,1,"I always found this story interesting and thank you for elaborating the details for a novice like me. For some reason, I would try and draw parallels between Trojan war and Ramayana. Hope you could discuss this in a future video."
146,1,Wonder who bought license Raj and curtailed private manufacturing in India
147,1,Ind Sri Lanka came close
148,1,"Even if Americans decide to reduce the influence of the military complex, it would still take 8years or so. Plus let’s not forget about the massive layoffs that would entail. I guess, just like the debt issue, Americans would decide to delegate this task to the “future generations”😉"
149,1,"Timeline? Mumbai Ahmedabad was supposed to start by end of this year. But now it has been delayed till 2027. If Mumbai Nagur starts construction by end of next year (hopeful because of Maharashtra elections near Oct Nov of 2024) and if stable government comes into power, would it be possible to ride this train by 2028?"
150,1,I was looking for this comment
151,1,"I guess these boys want out of Liverpool...the worse they play, less money teams would offer for them and salahs chances for playing for Madrid or Barcelona increases"
152,1,"@animated6875 for a hindu everything can be sacred and nothing can be sacred...when it comes to cows...cows were the economy before the industrial revolution, for a farmer, would you kill a cow and eat it&#39;s meat for a week or would you drink it&#39;s milk and enjoy other dairy products for as long at it gives you milk?"
153,1,Samosas were brought to India by Muslim rulers...but it had meat stuffing back then...but the Portuguese brought potatoes...and i wonder who thought of putting a potato in a samosa...but i sure would like to thank that person today
154,1,Snoop Dogg and wiz be like: welcome to the club
155,1,"@keerthi3044 cause the Brits couldn&#39;t find a word in their dictionaries to define Dharma, they thought it was religion but in reality it is just moral duties"
156,1,"...yeah, it&#39;s better if you watch it on mute....<br><br>Nobody gives a damn about the pilots gender... similarly nobody gives a damn about you being a &quot;female&quot; comedian...makes jokes, make us laugh (take us away from our depressing lives)...do your job"
157,1,Sadhgurus followers are not blind or stupid...he makes sense that&#39;s why people listen to what he has to say...he shares enlightenment...he doesn&#39;t ask anyone to become blind bhakts
158,1,It would have been better if the Brits just left us with 500 princely states...power would have been decentralised and we might have made a union on similar grounds like EU or USA...microstates have a better chance of becoming economically successful and can provide much better facilities to its citizens...
159,1,(let me make on thing clear- I&#39;m not a liberal) it used to be innocent until proven guilty...those four didn&#39;t get a chance to present their case...this was a high tension issue and public emotions were high...what if the cops framed four random people and shot them within two days?
160,1,Can&#39;t wait till she reaches the &#39;Just one block&#39; moment
161,1,"@mohitberi8355 I&#39;m a 96 kuli myself,  yes we conquered but we could not rule...guess why, no unity...rajputs, jaats, Sikhs, all had different priorities, different opinions...we Marathas didn&#39;t what peshwas in power cause we thought they were using us (which probably they were...remnants of animosity)...that&#39;s the real story"
162,1,"No, it should be decentralised...so there is more accountibility and more reach to the actual residents of a certain area...if everything is under central government than it could lead to a dictatorship and even if the central leadership is good they won&#39;t be able to function properly since they would be disconnected on the ground level giving rise to anarchist mentality...this was the main issue with UPA govt... everything was being decided by &#39;Party High Command&#39;, even major decisions for states, UTs and major metropolitan Municipal corporations... Mumbai-pune-jaipur me metro banani hai, let Sonia Gandhi decide, not the chief minister of that state or the mayor of the city, but party president who would be sitting in Delhi...this is what happens with centralised power... central power in defence and security is fine, but for infra work or education, healthcare etc, local people and their govs should be able to decide"
163,1,Even Gautam Gambhir
164,1,@Junayde136and he sells Reese’s chocolates as a part time gig
165,1,this was one entertaining election for us neutrals
166,1,😂😂😂😂😂😂
167,1,"@pannalamohansrikanth6631 I think UP needs Yogi for another 10 years. The engineer in me wants to see Ashwini Vaishnav as the next PM. Btw, Panhala cha ahes Kai?"
168,1,@vaibhavpatil3471 mi Kolhapur chach ahe...
169,1,"Tech mhanla, hyo tr Kini hay Ani north indian sarkha L boltoy"
170,1,@vkfromvijayanagara5063 Kolhapur
171,1,He is the same guy who tells his fellow friends in America that Indians go crazy for Snickers bar...
172,1,Anger was evident on his face😂😂😂 agar woh uske samne interview de Rahi hoti toh woh chappal Nikal ke pel deta
173,1,Everyone knows what we need to do for bringing secularism in India...but no one can say it out loud
174,1,@ayaan148 soon that Cup of yours is going to be irrelevant once league is restructured...what would matter more is which team does what in the league and champions league
175,1,DIPTA DAS you keep on winning the cup like arsenal...we will keep winning the league
176,1,"Not true, most of these people are dehati or tribal people and until 20-30 years ago had no sense of money...so most of them took micro loans from loan sharks in villages and lost their properties due to difficult circumstances (droughts, cycled-poverty, illiteracy) they are then sent to big cities to recuperate the &#39;losses&#39; (modern day slavery) where these dalals get them forcefully addicted to opium and what not, sell the teenage girls into prostitution, use kids for begging and the father/males would be high on drugs who would be used as muscle power to straighten anyone in the family if they want to get out of this...<br>Normal people like us just come in contact with these poorly treated people and we show no compassion or sympathy cause somewhere in our minds we know if we want to help them then we have to target the dalals which is not an easy task"
177,1,"incorrect info for India that is Bharat. Our first King would be either King Bharat, or King Sudas or King Dushyanta"
178,1,&quot;You asking me to hit you&quot;🤣🤣🤣
179,1,Wonder where Tobias ended up
180,1,"If that&#39;s a true Story, the amount of respect for this guy has grown ten fold"
181,1,I can&#39;t believe people of Delhi actually voted for him twice....by gods grace u people had the second chance...people of the nation&#39;s capital are real stupid i gotta say...and u represent the whole nation....even a kid on the street had seen through khujliwals intentions after he joined hands with congress just to get a majority...if he were to be so honest he would went for reelections instantly but....usko satta ka lobh tha na
182,1,"This is bullshit, instead of focusing on current issues in India you are interested in this bigotry...bhai, janta sab dekhti hai and janta result bhi deti hai...tum development and progress and what the government should and shouldn&#39;t do pe video banao...this is one of my favourite channels, don&#39;t get into this stupid YouTube war"
183,1,Please react to &quot;USTAD&quot; Nusrat Fateh Ali Khan
184,1,"I think this show should be banned...Amazon fire, Kashmir conflict, iran tensions...the world just needs a catalyst...and someone watching this show might get influenced"
185,1,I guess she was the inspiration for Shivgamini in Bahubali
186,1,"@SS I see where you are coming from, I too watch some content of apostate prophet and David wood and an open debate does sound like a good idea...but I feel a little uncomfortable when you say that we should &#39;educate&#39;our kids....I mean, there would be no difference between our ways and what they teach n preach in a madarsa"
187,1,Not one of them was a Frank Lampard signature goal
188,1,"Thb, I don&#39;t see anything wrong with communist ideology, but it should be promoted after a country reaches utopia status...that&#39;s what Marx had actually suggested...but Lenin, phir Mao ko bahut jaldbaji thi...they armed the Bolsheviks or CCP in china and things went wrong for the communist ideology"
189,1,"The thing is, most of hindu court accounts are lost...they were either burnt by invaders or lost/looted by Brits...that&#39;s why our history books are only filled with the delhi sultanate or Mughals... Ashoka has a prominent place because his stupas are preserved across India...otherwise we as citizens didn&#39;t preserve our own history...<br>I would not be surprised if in the next 300 years Indians forget who Shivaji Maharaj was, (cause he doesn&#39;t fit the Marxist narrative)"
190,1,@samarthanreddy4117 I guess...but there is a saying in Marathi...&quot;gadhva samor vachli Geeta ani kalcha Gondal bara hota&quot;...check the meaning out if you have time
191,1,Please react to Eden Gardens test match of 2001 between India and Australia... india won after getting a follow on
192,1,"@akhildhiman5030 good point, I play in a Sunday league...not the best players...don&#39;t make a living out of it...but it feels good to get a perfect first touch, to defend as if it&#39;s your life line, to make those bone on bone tackles (it hurts but it feels good), to give an assist and ultimately score a goal (doesn&#39;t happen to often for me since I play LB)"
193,1,I still don&#39;t get how &#39;Jain Pav Bhaji&#39; tastes so good?
194,1,That&#39;s it!!! I&#39;m not going to be embarrassed to share this video on Facebook
195,1,Can&#39;t wait to see Goa-Belgaon-Kolhapur derby rivalry in ISL...As a kid I remember Goan and belgavi teams coming to Kolhapur to play local cup ties in Shahu Stadium...
196,1,"@Flyingstick369 koi warrior vagaira bache nai hai...sab ke sab bike hue...sirf satta aur paisa chahiye...fir woh koi bhi ho, Pawar saheb, Thackeray , udayan-raje, jyotiraditya Shinde sab ke sab bike hue hai...aur jitne bhi ache kaam wale neta hai woh swargawas lete hai time ke pehle...eg. Pramod Mahajan, munde, parikar, rr Patil..."
197,1,Hinduism is being islamized...
198,1,After watching this video please watch Chinggis Khaanii Magtaal by Batzorig Vaanchig... It&#39;s a traditional Mongolian song glorifying the Great Khan ❤️...and it will open you up to the ancient artform of throat singing
199,1,I dont know who&#39;s quote is this...but give it a thought: Strong men create good times; good times create weak men; weak men create hard times and hard times create strong men.
200,1,"@abhishekchaturvedi8078 india is just 73 years old...but these regional identities have existed since the age of magadha...it is going to take time for all indians to realise that they are part of something bigger...and to be honest most indians are patriotic...it&#39;s just that insecurity increases when you don&#39;t understand a certain language and you start to feel left out...but eventually this insecurity would vanish, give it some time"
201,1,Could you invite this dude called &#39;daud kim&#39;?
202,1,"@ssm7593 gup, bakal gaon ahe... unemployment khup high ahe....nuste slum pockets ahet"
203,1,"The core discussion starts at <a href=""https://www.youtube.com/watch?v=HMZ0wadkCBI&amp;t=2100"">35:00</a>"
204,1,"Lampard would be hurting a lot of egos while selecting his 11, just hope these players look at the bigger picture and stick around... cause this Chelsea side is gonna be a treble winning side soon"
205,1,"@anant_shinde can I suggest one way of being cost effective and sustainable for the next thousand years atleast, &#39;thorium&#39;<br>Please look into the possibilities of thorium, and persuade anyone you know with scientific &amp; bureaucratic background to look into it...it is at least 100 times cleaner than uranium as a fuel and it can&#39;t be converted into plutonium (cost efficiently) for manufacturing nuclear weapons (that is one reason why US and Russia both are against it or its research) and india has 70% of world&#39;s proven reserves lying on the coasts of Andhra...Homi Bhabha knew this and hence he was..."
206,1,"This video is made with an inherent bias. India doesn&#39;t need to show off economic growth with skyscrapers. 2-5 FSI for cities is more than enough. Increasing population density also increases burden on existing infrastructure like transportation, water, electricity, sanitation, parking space etc. Taller the building, more are its requirements. Traditional European cities do not even consider building skyscrapers cause it doesn&#39;t fit the cities natural aesthetics. They limit these skyscrapers to a business district. India too has ancient cities with its own natural aesthetics hidden under all the dust of construction, illegal billboards, wiring etc. We just need to reorganize our cities in a better way. Don&#39;t need to blindly follow western definition of modern city. Look at Burj Khalifa, looks beautiful, but doesn&#39;t even have proper sanitation. Look at China, half of their Skyscrapers are empty."
207,1,"@sohampurao3357 cause that&#39;s what was fed to us... correct me if I&#39;m wrong, but the only sports that was shown on DD national was cricket and Olympic games (every 4 years, that to if an indian is participating) so majority didn&#39;t know about other sports or have no clue how a sports industry can boost an economy and etc"
208,1,Wir wollen den Pokal! Und Europa! Und viertes Reich!🫣
209,0,"A suggestion, but could you add organizations like Nato, GCC, into the Chavda Index of Power. Many a times, different countries end up acting like one with aligned foreign policy hence increasing their overall power index. Or we could have a separate index suggesting each countries influence in these types of organizations and the reach of these organizations. We could also add countries that identify as similar cultures like the turkic nations of Anatolia, Caucasus, and central Asia."
210,0,"@free_wifihesinnocent5553  toemayto toemahto, media propaganda who really cares..."
211,0,"@MrLee-gj2jz I fell for that trap, worked in the States for a good three years, probably in about 60k debt to my parents (masters aint cheap), couldnt secure my visa/employment issue and hence have been sent back to India. I am now caught in a dilemma, there are so many things I want to do for India but on the other hand i have one life (known one life...lol...still not sure about my beliefs). should i try again for Australia, Europe or just work in India...these are the thoughts I have on a daily basis."
212,0,"<a href=""https://www.youtube.com/watch?v=K8LZKXyEplw&amp;t=1538"">25:38</a> evm ghotala 😂"
213,0,Can’t wait for this to feature in family guy
214,0,Decay of BJP has begun. Time for RSS to make a new true right wing party. By 2040 this party will take the place of BJP.
215,0,"US is preparing for 21st Century Industrialization. People with College degrees are not going to work in sweatshops and assembly lines, its well below their paygrade and dignity. But these migrants will, to fulfill their own American dream. It doesn&#39;t matter which government is in power, it is all inevitable for the US since it wants to move manufacturing away from China. These immigrants are going to work below minimum wage, (like way lower the current minimum wages in US) for American manufacturing to be cost competitive. Sorry to say this, but American cities will have their own versions of ghettos and favelas soon, where politicians would bend rules for them to exist because they would be the &#39;swing voters&#39; in their equation of power."
216,0,Now I know where AIFF got their ideas from.
217,0,"<a href=""https://www.youtube.com/watch?v=2F4akL1AS5w&amp;t=278"">4:38</a> so more like creampie?"
218,0,"Unpopular opinion..but jhingan is replaceable…I never understood the hype behind this dude…has been failing to impress me since 2018 tbh, always tracks back until someone else commits to saves his ass, if given the opportunity would track back in his own goals. His advantage was his physical presence which he cannot use..so what’s the point in having him. Are there any other better options in the Indian team, idk? But this could be a good opportunity to try someone else"
219,0,IT&#39;S NOT FAIR! How can 600 million people vote for RSS backed Hitler praising party? Is this even democratic? These people have to be reeducated about Western democracy. Why are Indians falling for the Hindu-Identity trap? OMG! they literally are going to make India or should I now say bhaRAAT a Hindu - Nation. How dare they!!
220,0,I call Taqiyya
221,0,🎉🎉🎉 CIA’s score went up by 1
222,0,@Kronos_LordofTitans I sort of disagree…probably the first bullet was fired by a korean…but it was Americans and Soviets who thought it was wise to divide a country along a latitude in the first place. There was no North and South  Korea before US decided that.
223,0,@poeticscales is there a metric for possession overturns?
224,0,"UAE police has Lambos, because 1 out 10 criminals might be driving a Lambo. Amercian state troopers have Chargers because 1 out of 10 criminals might be driving a muscle car/corvette. Similarly, In India one out of 10 criminals might be driving a creta, hence Indian police needs Cretas."
225,0,Best trip
226,0,"Professor Kalinga, I don’t know if you will read this comment but I will share some insights and predictions of the coming future and it is all related to economics more than the game of football.<br><br>The world (3rd world and 2nd world ie manufacturing cheap Labour countries and resource extracting countries) are moving away from dollar and euro dominance in trade and moving towards bilateral currency swaps. This is leading to massive dedollarisation and losing of purchasing power of western countries. Many NRIs are going to start reverse migration back to India in the next 5-10 years. Indian expats are amongst the most successful groups in these western countries, and will start facing persecution as soon as local (white) people start losing jobs and wealth. Indian government is making changes so that we can start accommodating our people back home. These people are going to bring with them lots of experience, talent and probably wealth. We cannot let this go to waste.<br>First to benefit from this would be cutting/bleeding edge technologies like semi conductors, aerospace and defense industries.<br>Second would definitely be medical field.<br>Third but not last would be sports sector.<br><br>Apart from that, with loss of purchasing power of euro/dollar, many foreign players who currently earn millions of pounds or dollars or euros every season, would find that earning crores in rupees or yuans or rubles is not that bad. Inshort, we can have the best foreign talents lining up to play in India and not in England or Spain. We won’t be a retirement league anymore.<br><br>If you want to do research on my claims, please search hot topics like <br>1.the situation of US bond markets, 2.Japanese economic crisis, <br>3.countries lining up to sign free trade agreements with India<br>4. Brics currency basket<br>5. Wealth transfer in western countries using tools like cryptocurrency <br><br>Many experts like Ray Dalio, Warren Buffet etc are now cautioning the public.<br><br>Good thing for India is we are not a western economy and not to reliant on Euro Dollar.<br>FIFA always follows money hence FIFA will make sure they make India a huge football market to secure their profits.<br>Will fifa ensure local talent grows in India…definitely not. They just want Indians to watch their games and buy merchandise and equipments and build dream 11/fantasy teams.<br>Whether we like it or not, that’s how the world works."
227,0,India China bilateral trade 120+billion<br>Pak China bilateral trade 24+ billion<br><br>Baki aap khud samajlo
228,0,Benkyo Benkyo Benkyo
229,0,"Damn, as of today on day three of you posting this, and the rate of income you have disclosed, you have already surpassed $2300 in income from YouTube alone."
230,0,TMI!!!
231,0,"Damn, Marnus Labuschagne got his ass whooped in Hollywood"
232,0,"* Unsolicited advice disclaimer * Quit K culture immediately and move towards Indo-Russ, Indo-Sino or Indo-Iranian cultures. Dedollarization and Korean demographic timebomb culminating means the K-entertainment industry would be facing an existential crisis in the coming couple of years. If you wish to stay relevant, now is the time to pivot."
233,0,"Sirji, ek request thi…agar aapke pass editing team hai, toh short videos please banaiye..5-10 mins ke"
234,0,"Marathi digits are relatively easy…shé means hundreds (ek she means 100, don she 200)…digits after 20, you just add ek, don teen before vis(20), tees(30)…exceptions being digits ending with nine….then you say ekon pannas not navve chalis for 49…"
235,0,I have become Numb after seeing this
236,0,Quite a Euro-centric list…
237,0,"Cost of capital ke bare me kuch nahi malum aur video bana dala…bhai Apple, Google, Facebook, Amazon all were given literally free capital…by the US gov, department of defense and DARPA…in countries me 100billion ka loan mujhe 0% interest pe milta tha…tab Jake ke ye sab companies have failed upwards…India didn’t have a free dollar printing machine…cost of capital was always double digit, yet our business have adapted. Now American interest rates are rising cause free dollars are no more available…that’s why you are seeing massive tech layoffs in the developed economies."
238,0,"It&#39;s not a song, it&#39;s a history lesson"
239,0,@thatindiandude4602 thats the sad part
240,0,"Idk, probably you are just speculating indian /hindu history which is mostly against the left narrative which believes Indic societies were not developed enough before industrial revolution....and your videos are used as a source of information (misinformation according to youtube) by many indian right wing channels like AKTK"
241,0,Apka logic pehle 6 min me hi fail hogaya ji... Pakistan aur Bangladesh kya asman se tapke hai? Aur Bengal Assam was under Bengali Nawabs....
242,0,Legalise weed in India
243,0,I thought the temples of bagan were the biggest religious complex
244,0,"I have never watched any isl or I-League game before...but this year I&#39;m planning to... cause if more people watch, better it gets...C&#39;mon India! Let&#39;s football"
245,0,I bet there is a word in German to describe the pleasure EA developers get after seeing the number of rage quits and hypocrites they are making out of gamers....I guess &#39;schadenfreude&#39; is close enough
246,0,"Voter fraud or not, it is a complete shit-show for democracy"
247,0,This just made me realize that Indian film industry lacks an entrepreneurial mindset. Agar baniye ne baniye ke ladke ko dukaan ka shet banaya toh problem kya hai? Khud ki dukaan kholo!
248,0,Pawar saheb is killing two birds with one stone
249,0,Aryan kehna kya chahte ho? Please elaborate
250,0,@GALAXY STAR Vimal one fight at a time
251,0,"@tsg_23 so is jaguar, since Tata owns them now"
252,0,"Sir, can you make a solution based video...how can we make our Bureaucracy more accountable? Can block chain be a solution?"
253,0,"Chris, just to let you know that I am not able to see those commercials (it&#39;s not like I want to see commercials but still sue YouTube)"
254,0,"@blacksheep6174 brother, I have the same feelings...let&#39;s keep religion aside, every other thing that divides us aside and work together on solving our problems... Ireland and England have problems, Korea and Japan have problems, England France and Germany always have some disagreements still they thrive cause they know business is more important than war...we should have communication channels between indian public and Pakistani public where we can share our thoughts and ideas...for some reasons our governments are avoiding that, but once the public figures out that differences are less than similarities there would no reason for us to be bellicose"
255,0,This is what happens when common people elect the same dirty goons as their leaders...even if they know that this so called &#39;leader&#39; has no ideals or anything and would change the party just to be in power
256,0,Now I know where Bollywood got its inspiration from
257,0,"SG ji, you are a sly man....you did the dog stunt on purpose didn&#39;t you....nm, we all loved it❤️"
258,0,@AbhijitChavda Aah! The 21st century Mongol Horde
259,0,"Utkarsh Patil it&#39;s not just about liberal and conservative propaganda...the thing is, we elect very few leaders...out 550 mp seats, hardly 50-60 would qualify as leaders who have a certain ideology, certain vision for development...but the rest are there just to make money using loopholes...the day india starts electing 550 leaders over goons...india would definitely hit above 10% growth... Right now I can see the bjp turning into the next Congress, the reason why I say this is because most of the options I had when I went to vote in pune for bjp were ex-congress/ncp Netas just rebranded under Modi&#39;s name...(Yes, it would have a hindu core but goons don&#39;t care about that...goons only polarize and get votes leaving out the core issues like education, healthcare, employment, infra, law and order, security which should be focused upon)"
260,0,"Don&#39;t want to be a pessimist, but Solar panel (pv) manufacturing is an energy intensive task plus it takes a huge toll on the environment...plus, the Sun belt is not that suitable for solar pvs since the temperature range is on the higher side and pvs operate better under cooler climatic conditions (between 15-25°C for most efficient generation around 18-20%)... Concentrated Solar Power (CSP) is probably a suitable option since it is based on heat and we can use this tech for maximum solar power in the Sun belt, but again it would be costly and we would be exposing the environment to lot of heavy metals...India for now should invest in material sciences to find a suitable material that can give us solar energy at the highest efficiency, and can be produced locally with minimum environmental impact...pervoskite is one possible option to give efficient generation at high temperatures but again it has expensive heavy metals...but yes, this discussion is needed in India and Indian Colleges should ask their students to invest time in research rather than just obtain a degree"
261,0,"Bruv, only if you had seen this video of yours before you did this to yourself"
262,0,Would it be weird for an Indian to call back Simon?
263,0,"The real issue is India is about to chair WHO amidst Covid crisis...and India may change policy towards Taiwan making it a observer state... obviously China doesn&#39;t want india to do that hence escalate border tension so they have a bargaining chip...old tactic, whenever ROI PM and Chinese President have to meet, conveniently there is border skirmish"
264,0,"Apostate Prophet, I don&#39;t know if you would read this...but can I suggest something, create your own website/platform...there are many other content providers that are also marginalized like you...eg. sham Sharma show, David wood, etc...I bet your patrons/subscribers and viewers will check it out atleast once a day cause tbh, YouTube is getting boring day by day"
265,0,This is probably the most liked comment I have ever seen...do you get money for good comments???
266,0,"Sir, if you look at the redox potential table, Li is the strongest reducing agent...along with that Li is also the smallest metal in the known periodic table, Li migration is easier from the separator through the electrolyte, whereas Sodium or Aluminium transportation would be more energy intensive...batteries made with Li-ion would have more volumetric capacity... probably Aluminium batteries would be safer...but the battery packs would be 3-4 times bigger than present"
267,0,@shinglaijohn2784 the courts said he was innocent
268,0,"More like shashi the wife killer...I don&#39;t know why people keep forgetting this!? Its a great speech and all, patriotic and stuff...but his wife is dead and everyone is like he will just baffle the judge with his vocab...make him the next PM"
269,0,@shailenrai6360 you should make vlogs...try to inspire young kids...show them how you pursued this career...
270,0,Love the fact the Liverpool would lift the trophy in an empty stadium
271,0,@sanhiknandi9278 that&#39;s being a bit too optimistic
272,0,Like your passion... coming from the same place as you are...but won&#39;t you be doing the same thing to your &#39;son&#39; if you try to live your dream through him? If he likes football it&#39;s a different thing...but if he is forced to do it than you might kill his passion
273,0,@aashishredfy5974 please enlighten me if you figured out if it was a joke or it was a &#39;Rant of Pant&#39; in disguise...
274,0,Toh dekhna chod do na...oh wait...none of us have anything else better to do
275,0,"@kevivforever and about sending stupid people to the parliament...it happens because our population and government has not evolved...there is no mutual trust...all governments think they need absolute majority to function because they know that opposition will always oppose...that is the root of all problems...parties can come up with common plans to work on during a parliamentary session...but opposition parties don&#39;t want any work to happen so that they can be in power the next time...I am talking in historical context...not just bjp/congress...and these parties have adopted policies like vote-bank politics, caste division religious division and most of the times the most popular MPs (stupid according to you) get elected through such constitutencies...Yes, we can send the best 550 MPs in parliament without looking at party lines...but what guarantee that this gov will function?"
276,0,"@kevivforever we all have the right to criticize, but the criticism should be fair and constructive (doesn&#39;t happen all the time)...I would suggest that you go through the video shared by Samarthan Reddy..."
277,0,@samarthanreddy4117 you sharing this link with pseudo intellectuals is not going to change anything...
278,0,More like this<br>Neymar= Ronaldo+Ronaldinho + cry baby
279,0,I thought you were just scared to mention driving under influence...selmon boi thodi na comments padhenge
280,0,Now k Sivan as well
281,0,How reliable is this technology?
282,0,Block chain
283,0,I have a doubt<br>Why does your channel description say it helps just women?<br>I&#39;m a guy and the advice you give on your channel is helping me a lot...
284,0,"I see the pattern here Dhruv, first you Collab with angry prash, now Netflix; trying to make yourself a pop figure...but guess what we can see through your shitty commie agenda from 5 miles"
285,0,@_..-.._ hume bahut lag rahi thi uss time
286,0,@baxi211 I don&#39;t understand this question
287,0,@ayushkale8927 br
288,0,Sergio! Sergio!!
289,0,Shravanbal❤️
290,0,Make a separate video on Pakistanis reaction bro...I don&#39;t know why I see those videos in the first place... naive me thinking YouTube can fix past mistakes and division by reaction videos...but in the end it&#39;s just a quick way to earn more money
291,0,Chacha shayad seekh kebab aur sausage me confuse ho gaye
292,0,@praveenmohan ye admi dange karvayga
293,0,Stop misleading by saying organic growth...it&#39;s jizya that leads to conversion
