Comment ID,Channel ID,Comment create timestamp,Price,Parent comment ID,Post ID,Video ID,Comment text,Top-level comment ID
Ugw9Ch0fRlbtp1crhox4AaABAg.9FviXWR0l0T9Fvzv52imv2,UCQHcGs-Dub4lqoMVppqrlvw,2020-11-11T18:34:30.908369+00:00,0,Ugw9Ch0fRlbtp1crhox4AaABAg.9FviXWR0l0T9FvyRw7PU_U,,1bBUCA63dNY,"{""text"":""@S. G"",""mention"":{""externalChannelId"":""UCuC0OOvc0dcDequuZa1C9sA""}},{""text"":"" easier said than done...look this up 'amha marathyancha mendu gudghya madhe asto' and all Marathas will find this funny and true in some sense...the thing is most Maharashtrians are highly laid-back pessimists...when opportunities are offered their response 99% of times is 'baghu' or 'we will see in the future'""}",Ugw9Ch0fRlbtp1crhox4AaABAg
Ugw9Ch0fRlbtp1crhox4AaABAg.9FviXWR0l0T9FvyUjtPemO,UCQHcGs-Dub4lqoMVppqrlvw,2020-11-11T18:22:02.592093+00:00,0,Ugw9Ch0fRlbtp1crhox4AaABAg.9FviXWR0l0T9FvxCnAGI9O,,1bBUCA63dNY,"{""text"":""@abhishek chaturvedi"",""mention"":{""externalChannelId"":""UCu2zRsCcU55tKeK-Cl64bAQ""}},{""text"":"" india is just 73 years old...but these regional identities have existed since the age of magadha...it is going to take time for all indians to realise that they are part of something bigger...and to be honest most indians are patriotic...it's just that insecurity increases when you don't understand a certain language and you start to feel left out...but eventually this insecurity would vanish, give it some time""}",Ugw9Ch0fRlbtp1crhox4AaABAg
Ugw9Ch0fRlbtp1crhox4AaABAg.9FviXWR0l0T9FvxHEl7kVO,UCQHcGs-Dub4lqoMVppqrlvw,2020-11-11T18:11:27.675312+00:00,0,Ugw9Ch0fRlbtp1crhox4AaABAg.9FviXWR0l0T9FvvDDIl6aM,,1bBUCA63dNY,"{""text"":""@vijay mahawar"",""mention"":{""externalChannelId"":""UCd69ZbnkGJJ2fMsKBjKWVTg""}},{""text"":"" don't mean to be rude but no one is stopping you from using Rajasthani everywhere...we Marathas are proud of our heritage that's all...we are not trying look down on anyone else...and the phenomenon of marathi people shouting out their marathipan or telling the world that they are Maharashtrians is because we want the world to know that most of us feel cheated...we had voted for NDA in Maharashtra (2019) and receive babaji ka lota with MVA...but if you look at the comments across various videos you will see people blaming the marathi people for SS gov goof-ups... which is not fair on Maharashtrians""}",Ugw9Ch0fRlbtp1crhox4AaABAg
Ugw9Ch0fRlbtp1crhox4AaABAg.9FviXWR0l0T9FvugPX9S4_,UCQHcGs-Dub4lqoMVppqrlvw,2020-11-11T17:48:49.227172+00:00,0,Ugw9Ch0fRlbtp1crhox4AaABAg.9FviXWR0l0T9FvsKq5T8wz,,1bBUCA63dNY,"{""text"":""@The Indian dreams"",""mention"":{""externalChannelId"":""UCcGcfkkmdXPda1GIlBnPIPw""}},{""text"":"" koi warrior vagaira bache nai hai...sab ke sab bike hue...sirf satta aur paisa chahiye...fir woh koi bhi ho, Pawar saheb, Thackeray , udayan-raje, jyotiraditya Shinde sab ke sab bike hue hai...aur jitne bhi ache kaam wale neta hai woh swargawas lete hai time ke pehle...eg. Pramod Mahajan, munde, parikar, rr Patil...""}",Ugw9Ch0fRlbtp1crhox4AaABAg
Ugw9Ch0fRlbtp1crhox4AaABAg.9FviXWR0l0T9Fvtel4T9Ov,UCQHcGs-Dub4lqoMVppqrlvw,2020-11-11T17:39:51.420068+00:00,0,Ugw9Ch0fRlbtp1crhox4AaABAg.9FviXWR0l0T9Fvs-Vw5nv4,,1bBUCA63dNY,"{""text"":""@BUT MY FATHER"",""mention"":{""externalChannelId"":""UCCful067EfSxd_TLJkUWrDw""}},{""text"":"" hume bahut lag rahi thi uss time""}",Ugw9Ch0fRlbtp1crhox4AaABAg
Ugz0jETmLae0p_BCard4AaABAg,UCQHcGs-Dub4lqoMVppqrlvw,2020-11-10T21:33:11.600661+00:00,0,,,wTSLJObF7HA,"{""text"":""This just made me realize that Indian film industry lacks an entrepreneurial mindset. Agar baniye ne baniye ke ladke ko dukaan ka shet banaya toh problem kya hai? Khud ki dukaan kholo!""}",
UgxTN6IxmM_83BqVqet4AaABAg,UCQHcGs-Dub4lqoMVppqrlvw,2020-11-10T20:36:36.4126+00:00,0,,,yz7WIV-kZCc,"{""text"":""I can't believe it took you so long to remember Jon Stewart!!!""}",
UgzYjgQcr0QytnEJhrZ4AaABAg,UCQHcGs-Dub4lqoMVppqrlvw,2020-11-05T00:15:29.737812+00:00,0,,,Pi8JPkgZ5bw,"{""text"":""Pawar saheb is killing two birds with one stone""}",
UgzIEZK6Ku_3s8WWi8V4AaABAg.9EY4LcGfYqz9FXf8YO3gBT,UCQHcGs-Dub4lqoMVppqrlvw,2020-11-01T22:31:58.476892+00:00,0,UgzIEZK6Ku_3s8WWi8V4AaABAg.9EY4LcGfYqz9FXQ_dwXGou,,xipS91mvXEE,"{""text"":""@Bukhari '"",""mention"":{""externalChannelId"":""UCine2DwFFjLlIKHYzpa5YjQ""}},{""text"":"" brother, I have the same feelings...let's keep religion aside, every other thing that divides us aside and work together on solving our problems... Ireland and England have problems, Korea and Japan have problems, England France and Germany always have some disagreements still they thrive cause they know business is more important than war...we should have communication channels between indian public and Pakistani public where we can share our thoughts and ideas...for some reasons our governments are avoiding that, but once the public figures out that differences are less than similarities there would no reason for us to be bellicose""}",UgzIEZK6Ku_3s8WWi8V4AaABAg
UgxLzgx2TGE3CoaMVk54AaABAg.9FTrlhFBji59FUuLJUCIPX,UCQHcGs-Dub4lqoMVppqrlvw,2020-10-31T20:47:04.1171+00:00,0,UgxLzgx2TGE3CoaMVk54AaABAg,,EWpF0UqbDwg,"{""text"":""Maharashtra ke log kabhi kush nahi rehte apne government se""}",UgxLzgx2TGE3CoaMVk54AaABAg
